ID,EPIC,RA,Dec,Gmag,Kmag,pmRA,e_pmRA,pmDE,e_pmDE,plx[mas],e_plx,f_plx,pmRAc,pmDEc,Pmem,RotPer[d],Ref
Pleiades,211071863,03 41 52.93,+24 07 25.0,17.06,13.25,16.59,2.14,-51.86,2.14,6.9,1,1,20.6,-45.3,100,0.515,
Pleiades,211071889,03 50 05.05,+24 07 26.3,13.3,10.56,17.37,2.08,-49.43,2.08,7.1,1,1,19.6,-45.6,100,6.4254,
Pleiades,211072160,03 47 16.57,+24 07 42.1,8.56,7.49,17.14,0.5,-43.36,0.57,9.7,1.3,1,19.9,-45.5,100,7.5994,
Pleiades,211072438,03 46 53.96,+24 07 57.4,17.14,13.2,17.22,2.85,-49.44,2.85,7.3,1,1,20,-45.4,100,0.3912,
Pleiades,211072441,03 44 23.55,+24 07 57.6,8.93,7.77,25.62,0.79,-45.52,0.45,8.1,0.3,0,20.3,-45.4,99,0.5889,
Pleiades,211072835,03 45 39.28,+24 08 20.6,17.01,13.02,20.42,2.79,-48.34,2.79,8.3,1.1,1,20.1,-45.4,100,0.8158,
Pleiades,211072836,03 47 19.35,+24 08 20.8,8.24,7.64,17.88,0.76,-43.46,0.43,7.6,0.3,0,19.9,-45.5,100,,
Pleiades,211073154,03 45 57.90,+24 08 41.2,17.77,13.66,23.29,2.79,-48.56,2.79,7,1,1,20.1,-45.4,100,0.2184,
Pleiades,211073598,03 43 28.73,+24 09 06.4,17.21,13.26,18.9,2.65,-46.28,2.65,7.2,1,1,20.4,-45.3,100,,
Pleiades,211073953,03 40 46.30,+24 09 25.8,16.42,12.66,29.48,2.16,-42.21,2.13,7.4,1,1,20.7,-45.2,96,,
Pleiades,211074122,03 47 03.58,+24 09 34.8,13.67,10.73,17.01,2.19,-51.24,2.19,6.9,1,1,20,-45.5,100,0.3023,
Pleiades,211074151,03 46 25.39,+24 09 36.5,14.6,11.13,25.96,2.22,-53.04,2.22,8.6,1.2,1,20,-45.4,99,0.3224,
Pleiades,211074500,03 46 04.55,+24 09 56.1,17.13,13.15,20.13,2.86,-47.55,2.86,6.8,0.9,1,20.1,-45.4,100,0.728,
Pleiades,211074799,03 42 00.36,+24 10 12.9,18.38,14.03,23.04,2.86,-49.34,2.86,6.5,0.9,1,20.6,-45.3,100,0.2821,
Pleiades,211074858,03 42 49.11,+24 10 15.9,15.55,11.74,21.07,2.14,-44.43,2.14,11.7,1.6,1,20.5,-45.3,99,1.4585,
Pleiades,211074888,03 44 28.01,+24 10 17.6,12.74,10.02,17.1,2.23,-49.91,2.23,9,1.2,1,20.3,-45.4,100,3.8002,
Pleiades,211075627,03 42 33.96,+24 11 00.8,17.5,13.42,23.62,2.14,-44.92,2.14,7,1,1,20.5,-45.3,100,0.5641,
Pleiades,211075637,03 43 13.46,+24 11 01.2,17.75,13.6,15.18,2.65,-49.21,2.65,6.9,0.9,1,20.4,-45.3,100,< 2.,
Pleiades,211075777,03 43 21.11,+24 11 09.2,17.29,13.3,19.81,2.14,-45.23,2.14,7.6,1,1,20.4,-45.3,100,,
Pleiades,211075914,03 46 55.31,+24 11 16.9,17.02,12.87,20.5,2.91,-49.78,2.91,10.1,1.4,1,20,-45.5,100,0.2397,
Pleiades,211076042,03 46 16.00,+24 11 23.8,8.22,7.11,19.9,0.7,-43.29,0.4,15.1,2.1,1,20.1,-45.4,93,,
Pleiades,211076441,03 49 59.53,+24 11 46.1,17.63,13.47,20.59,2.06,-51.02,2.06,7.2,1,1,19.6,-45.6,100,1.0385,
Pleiades,211076650,03 42 41.90,+24 11 58.1,13.7,10.47,20.41,2.14,-47.52,2.14,10.2,1.4,1,20.5,-45.3,100,4.8225,
Pleiades,211076761,03 48 35.48,+24 12 03.4,17.24,13.24,21.77,2.61,-50.56,2.61,8.4,1.2,1,19.8,-45.5,100,0.5216,
Pleiades,211077349,03 42 02.87,+24 12 36.3,15.1,11.61,19.16,2.18,-49.12,2.18,7.2,1,1,20.5,-45.3,100,0.6995,
Pleiades,211077464,03 48 39.90,+24 12 42.9,15.32,11.84,14.13,2.19,-53.48,2.19,6.7,0.9,1,19.8,-45.5,98,0.9204,
Pleiades,211077607,03 43 43.52,+24 12 50.3,17.59,13.57,20.63,2.68,-49.63,2.68,7,1,1,20.4,-45.3,100,0.3123,
Pleiades,211077649,03 44 47.84,+24 12 52.8,16.29,12.43,17.45,2.26,-55.84,2.33,9.5,1.3,1,20.2,-45.4,91,0.8136,
Pleiades,211077682,03 39 55.20,+24 12 54.4,17.53,13.45,21.35,2.16,-48.73,2.16,7.5,1,1,20.8,-45.2,100,0.3291,
Pleiades,211077833,03 40 07.10,+24 13 03.6,17.52,13.54,21.03,2.64,-48.76,2.64,7.3,1,1,20.8,-45.2,100,0.4198,
Pleiades,211078009,03 45 44.41,+24 13 13.1,10.33,8.75,18.68,0.75,-47.76,0.74,7.9,1.1,1,20.1,-45.4,100,,
Pleiades,211078145,03 43 57.27,+24 13 20.5,16.17,12.35,21.01,2.24,-50.79,2.24,9.6,1.3,1,20.3,-45.4,100,0.7717,
Pleiades,211078274,03 47 01.84,+24 13 28.4,18.4,14,14.56,2.91,-45.6,2.91,7,1,1,20,-45.5,100,1.0167,
Pleiades,211078393,03 41 00.39,+24 13 35.3,16.84,12.94,17.11,2.13,-48.87,2.13,7.9,1.1,1,20.7,-45.2,100,0.5214,
Pleiades,211078413,03 50 15.26,+24 13 36.3,16.04,12.38,23.1,2.08,-48.94,2.08,8.3,1.2,1,19.6,-45.6,100,1.1204,
Pleiades,211078565,03 42 56.56,+24 13 45.8,16.92,12.98,20.09,2.64,-49.4,2.64,8.6,1.2,1,20.4,-45.3,100,0.3657,
Pleiades,211078690,03 47 18.13,+24 13 51.4,16.84,12.33,17.49,2.91,-42.54,2.91,18.1,2.5,1,19.9,-45.5,45,0.3239,
Pleiades,211078698,03 47 11.02,+24 13 51.7,17.38,13.4,18.97,2.75,-51.29,2.75,7.3,1,1,20,-45.5,100,0.4019,
Pleiades,211078745,03 47 11.86,+24 13 54.0,17.36,13.15,23.55,2.91,-52.32,2.91,10.1,1.4,1,20,-45.5,99,,
Pleiades,211078779,04 12 37.63,+24 13 56.2,11.6,9.38,18.33,0.92,-51.1,0.92,10.2,1.4,1,16.9,-46.3,81,,
Pleiades,211078992,03 42 26.28,+24 14 07.9,16.1,12.39,20.55,2.14,-45.94,2.14,8.3,1.1,1,20.5,-45.3,100,0.9519,
Pleiades,211079106,03 40 26.95,+24 14 14.5,16.32,12.52,19.14,2.14,-51.12,2.14,7.9,1.1,1,20.7,-45.2,100,0.8235,
Pleiades,211079141,03 43 51.75,+24 14 16.1,16.32,12.34,17.51,2.15,-47.67,2.15,11.2,1.5,1,20.3,-45.4,99,0.6467,
Pleiades,211079163,03 44 27.49,+24 14 17.3,16.62,12.62,27.9,2.23,-53.82,2.23,9.9,1.4,1,20.3,-45.4,88,0.235,
Pleiades,211079188,03 47 22.37,+24 14 18.9,17.43,13.21,18.57,2.81,-45.11,2.81,8.9,1.2,1,19.9,-45.5,100,0.1749,
Pleiades,211079332,03 48 25.23,+24 14 26.2,15.87,11.98,15.25,2.19,-52.83,2.19,12.4,1.7,1,19.8,-45.5,72,0.7114,
Pleiades,211079794,03 43 50.71,+24 14 50.9,11.03,9.34,21.53,0.89,-45.15,0.49,8,0.4,0,20.3,-45.4,100,5.3638,
Pleiades,211079830,03 43 01.25,+24 14 52.5,17.36,13.26,16.76,2.64,-48.66,2.64,7.4,1,1,20.4,-45.3,100,0.3437,
Pleiades,211080177,03 44 20.65,+24 15 11.0,17.63,13.14,20.61,2.23,-55.52,2.23,11.8,1.6,1,20.3,-45.4,77,0.3489,
Pleiades,211080227,03 41 24.63,+24 15 14.0,18.2,14.2,27,2.73,-44.46,2.73,4.6,0.6,1,20.6,-45.3,52,,
Pleiades,211080295,03 47 25.12,+24 15 17.4,16.89,13.02,18.38,2.81,-52.25,2.92,7.3,1,1,19.9,-45.5,100,1.1885,
Pleiades,211080301,03 46 27.28,+24 15 18.0,7.36,7.12,19.96,0.36,-44.29,0.32,7.7,0.3,0,20,-45.4,100,,
Pleiades,211080412,03 45 13.14,+24 15 23.8,17.04,13.2,22.14,2.86,-54.49,2.98,7.3,1,1,20.2,-45.4,100,2.0103,
Pleiades,211080546,03 47 56.63,+24 15 32.1,17.33,13.34,22.26,2.75,-50.58,2.75,7.4,1,1,19.9,-45.5,100,0.7302,
Pleiades,211080604,03 47 09.41,+24 15 34.9,17.67,13.62,13.89,2.85,-53.37,2.85,7.1,1,1,20,-45.5,99,,
Pleiades,211080847,03 45 06.54,+24 15 48.7,8.53,7.74,19.28,0.51,-42.44,0.56,8.1,0.5,0,20.2,-45.4,100,0.0431,
Pleiades,211081065,03 39 32.31,+24 16 01.4,15.96,12.2,19.05,2.16,-51.68,2.16,9.5,1.3,1,20.8,-45.2,99,0.72,
Pleiades,211081096,03 48 48.96,+24 16 02.6,10.64,8.81,18.26,0.84,-48.1,0.84,10.4,1.4,1,19.8,-45.5,100,5.0921,
Pleiades,211081122,03 44 09.91,+24 16 04.1,15,11.52,19.07,2.15,-45.28,2.15,7.6,1,1,20.3,-45.4,100,1.2348,
Pleiades,211081593,03 44 04.84,+24 16 31.9,11.13,9.39,18.41,0.84,-44.68,0.84,6.9,1,1,20.3,-45.4,100,4.6762,
Pleiades,211081656,03 47 10.05,+24 16 35.9,9.33,8.28,20.43,1.04,-43.95,0.36,7.1,0.4,0,20,-45.5,100,0.775,
Pleiades,211081949,03 56 25.93,+24 16 51.6,14.02,11.01,17.71,2.1,-49.21,2.1,6.2,0.9,1,18.9,-45.8,100,2.1138,
Pleiades,211081985,03 48 31.05,+24 16 53.5,14.77,11.35,21.98,2.08,-51.43,2.08,7.5,1,1,19.8,-45.5,100,0.258,
Pleiades,211082363,03 46 53.62,+24 17 15.1,14.79,11.2,17.33,2.24,-53.72,2.24,11.5,1.6,1,20,-45.5,90,0.6607,
Pleiades,211082420,03 47 29.45,+24 17 18.0,6.83,6.61,18.48,0.05,-46.91,0.04,7.6,0.4,0,19.9,-45.5,100,,
Pleiades,211082429,03 59 12.92,+24 17 18.7,16.7,12.84,17.07,2.1,-44.46,2.1,7.6,1,1,18.5,-45.9,100,0.5426,
Pleiades,211082436,03 45 41.39,+24 17 18.9,9.31,8.04,16.85,0.69,-48.08,0.8,9.7,1.3,1,20.1,-45.4,100,0.8383,
Pleiades,211082469,03 45 40.24,+24 17 20.7,16.62,12.91,6.36,3.04,-51.15,3.04,6.8,0.9,1,20.1,-45.4,50,,
Pleiades,211082883,03 45 51.32,+24 17 44.5,16.63,12.76,19.81,2.79,-49.48,2.79,8.6,1.2,1,20.1,-45.4,100,0.4114,
Pleiades,211083317,03 47 40.38,+24 18 07.0,13.13,10.33,21.52,2.1,-52.32,2.1,8.1,1.1,1,19.9,-45.5,100,0.3067,
Pleiades,211083343,04 09 52.41,+24 18 08.2,15.87,12.39,21.23,2.07,-52.99,2.07,5.4,0.7,1,17.2,-46.2,52,,
Pleiades,211083408,03 45 32.95,+24 18 11.6,12.9,10.24,18.38,2.23,-54.79,2.23,7.9,1.1,1,20.1,-45.4,99,0.3976,
Pleiades,211083672,03 47 08.14,+24 18 24.7,15.51,11.91,18.33,2.15,-53.77,2.15,8,1.1,1,20,-45.5,100,1.8237,
Pleiades,211084069,03 45 30.24,+24 18 45.5,14.44,11.14,16.55,2.23,-56.2,2.23,7.3,1,1,20.2,-45.4,94,2.1929,
Pleiades,211084148,03 42 13.48,+24 18 49.8,17.67,13.62,20.57,2.64,-44.25,2.64,7,1,1,20.5,-45.3,100,0.7131,
Pleiades,211084436,03 48 13.56,+24 19 06.3,8.19,7.35,18.64,0.53,-43.5,0.46,7.1,0.4,0,19.8,-45.5,100,1.6856,
Pleiades,211084620,03 54 28.45,+24 19 16.1,13.44,10.62,17.94,2.12,-49.14,2.12,7.1,1,1,19.1,-45.7,100,4.6203,
Pleiades,211085091,03 48 57.35,+24 19 43.9,14.52,11.05,21.64,2.13,-47.63,2.13,9.3,1.3,1,19.7,-45.5,100,1.706,
Pleiades,211085419,03 54 08.92,+24 20 01.3,12.04,9.72,15.77,0.91,-45.37,0.91,9.9,1.4,1,19.1,-45.7,100,8.1192,
Pleiades,211085527,03 45 37.79,+24 20 08.2,7.16,6.63,20.43,0.21,-38.84,0.25,10.5,1.4,1,20.1,-45.4,90,,
Pleiades,211086025,03 46 37.28,+24 20 36.7,,9.4,20.9,2.1,-42,1.9,11.2,1.5,2,20,-45.5,99,4.317,
Pleiades,211086138,03 48 30.10,+24 20 43.9,6.95,6.56,19.96,0.04,-44.24,0.04,7.9,1.3,0,19.8,-45.5,100,0.3075,
Pleiades,211086147,03 59 19.03,+24 20 44.5,12.61,10.43,14.71,2.1,-43.49,2.1,5.8,0.8,1,18.5,-45.9,100,,
Pleiades,211086163,03 45 24.78,+24 20 45.5,16.05,12.25,16.22,2.79,-46.26,2.79,9.1,1.3,1,20.2,-45.4,100,0.941,
Pleiades,211086170,03 54 15.60,+24 20 45.8,17.95,13.71,13.7,2.67,-45.7,2.67,6.6,0.9,1,19.1,-45.7,100,0.1836,
Pleiades,211086260,03 49 11.03,+24 20 51.4,15.84,12.14,22.14,2.13,-47.1,2.13,7.9,1.1,1,19.7,-45.6,100,2.0109,
Pleiades,211086387,03 46 03.45,+24 20 57.2,16.4,12.61,18.81,2.79,-44.71,2.79,8,1.1,1,20.1,-45.4,100,0.3745,
Pleiades,211086444,03 52 44.47,+24 20 59.6,16.99,13.13,22,2.15,-50.62,2.15,7.4,1,1,19.3,-45.7,100,0.4562,
Pleiades,211087059,03 54 25.24,+24 21 36.3,10.76,9.09,18.03,0.23,-45.4,0.12,7.5,0.2,0,19.1,-45.7,100,0.6897,
Pleiades,211087131,03 48 55.64,+24 21 40.5,18.38,14.22,17.4,2.72,-51.85,2.72,6.8,0.9,1,19.8,-45.6,100,0.1267,
Pleiades,211087357,03 47 40.45,+24 21 52.4,10.34,8.95,17.93,0.83,-46.52,0.77,6.8,0.9,1,19.9,-45.5,100,3.252,
Pleiades,211087739,03 47 30.60,+24 22 14.0,14.63,11.36,14.48,2.1,-53.34,2.1,6.8,0.9,1,19.9,-45.5,98,2.7628,
Pleiades,211087985,03 46 07.52,+24 22 27.8,13.84,10.89,20.1,2.23,-49.57,2.23,6.5,0.9,1,20.1,-45.5,100,5.0781,
Pleiades,211088007,03 43 43.24,+24 22 28.5,,7.56,18,1,-43.9,0.9,9.2,1.3,2,20.4,-45.4,100,,
Pleiades,211088075,03 40 15.92,+24 22 31.7,18.01,13.81,20.66,2.71,-44.51,2.71,6.8,0.9,1,20.7,-45.2,100,1.2224,
Pleiades,211088413,03 49 21.75,+24 22 51.4,6.64,6.65,18.76,0.04,-45.32,0.02,7.2,0.5,0,19.7,-45.6,100,,
Pleiades,211088648,03 44 46.14,+24 23 03.1,17.94,13.76,19.65,2.79,-46.91,2.79,6.6,0.9,1,20.2,-45.4,100,0.2858,
Pleiades,211088777,03 41 38.80,+24 23 09.5,17.46,13.43,23.62,2.64,-47.35,2.64,7.1,1,1,20.6,-45.3,100,1.5972,
Pleiades,211089068,03 47 18.06,+24 23 26.8,12.11,9.72,16.91,0.93,-46.8,0.93,8.9,1.2,1,19.9,-45.5,100,9.7733,
Pleiades,211089146,03 47 15.45,+24 23 31.1,16.82,12.82,20.56,2.85,-46.93,2.85,9.6,1.3,1,19.9,-45.5,100,0.31,
Pleiades,211089267,03 47 07.88,+24 23 37.9,17.01,13.1,28.21,2.15,-48.38,2.15,6.8,0.9,1,20,-45.5,99,3.9054,
Pleiades,211089274,03 43 36.92,+24 23 38.3,13.48,10.65,18.3,2.18,-47.03,2.18,6.7,0.9,1,20.4,-45.4,100,1.3696,
Pleiades,211089323,03 44 25.72,+24 23 41.0,8.13,7.47,21.12,0.45,-48.82,0.4,8.1,0.3,0,20.3,-45.4,100,,
Pleiades,211089419,03 49 16.80,+24 23 46.1,7.54,7.26,19.1,0.42,-43.77,0.36,7,0.3,0,19.7,-45.6,100,0.2652,
Pleiades,211089510,03 41 22.44,+24 23 51.9,17.39,13.35,23.01,2.13,-52.33,2.13,7.3,1,1,20.6,-45.3,100,0.3226,
Pleiades,211089916,03 49 27.58,+24 24 13.8,16.51,12.66,18.06,2.12,-48.36,2.12,7.4,1,1,19.7,-45.6,100,0.3888,
Pleiades,211090094,03 47 37.65,+24 24 23.4,16.75,12.76,20,2.6,-44.57,2.6,9.2,1.3,1,19.9,-45.5,100,0.7538,
Pleiades,211090224,03 44 26.88,+24 24 31.7,14.84,11.48,20.05,2.14,-46.93,2.14,6.8,0.9,1,20.3,-45.4,100,5.8799,
Pleiades,211090866,03 45 49.37,+24 25 07.2,15.32,11.8,17.84,2.3,-45.13,2.23,7,1,1,20.1,-45.5,100,2.4271,
Pleiades,211090906,03 53 58.22,+24 25 09.1,18.83,14.26,22,2.68,-41.94,2.68,6.8,0.9,1,19.2,-45.7,100,,
Pleiades,211090925,03 53 40.96,+24 25 09.8,14.92,11.58,17.34,2.12,-43.61,2.12,6.2,0.9,1,19.2,-45.7,100,8.5605,
Pleiades,211091381,03 43 55.69,+24 25 35.1,13.61,10.64,18.73,2.15,-47.88,2.15,7.6,1,1,20.3,-45.4,100,4.4858,
Pleiades,211091449,03 44 37.77,+24 25 38.9,17.61,13.47,17.29,2.23,-43.63,2.23,6.7,0.9,1,20.3,-45.4,100,0.3036,
Pleiades,211091536,03 47 49.77,+24 25 43.4,16.49,12.67,22,2.1,-48.46,2.1,8.2,1.1,1,19.9,-45.5,100,0.8216,
Pleiades,211091768,03 44 56.40,+24 25 57.4,10.22,8.87,18.26,0.84,-46.68,0.84,7.2,1,1,20.2,-45.4,100,2.7793,
Pleiades,211091848,03 46 28.41,+24 26 02.2,10.78,9.16,17.61,0.77,-45.39,0.77,7.4,1,1,20,-45.5,100,1.3126,
Pleiades,211092430,03 43 20.57,+24 26 35.1,17.16,13.25,21.24,2.71,-47.99,2.71,7.4,1,1,20.4,-45.4,100,0.3642,
Pleiades,211092628,03 44 54.10,+24 26 47.0,16.51,12.74,17.18,2.79,-47.87,2.79,8,1.1,1,20.2,-45.4,100,0.6325,
Pleiades,211092630,03 44 17.75,+24 26 47.0,15.21,11.66,18.5,2.14,-46.62,2.14,7.2,1,1,20.3,-45.4,100,0.2749,
Pleiades,211093040,03 43 26.96,+24 27 10.1,15.12,11.47,20.98,2.18,-46.96,2.18,11.2,1.6,1,20.4,-45.4,100,2.1623,
Pleiades,211093117,03 46 27.01,+24 27 14.5,15.7,12.06,21.09,2.19,-45.17,2.19,7.6,1,1,20,-45.5,100,0.9143,
Pleiades,211093202,03 48 42.68,+24 27 19.7,17.48,13.5,19.47,2.55,-46.94,2.55,6.9,0.9,1,19.8,-45.6,100,,
Pleiades,211093203,03 52 17.54,+24 27 19.7,16.35,12.47,19.2,2.12,-43.87,2.12,9.7,1.3,1,19.4,-45.7,100,0.5971,
Pleiades,211093429,03 47 39.35,+24 27 32.4,15.96,12.18,22.53,2.1,-47.08,2.1,9.4,1.3,1,19.9,-45.5,100,0.519,
Pleiades,211093581,03 46 58.54,+24 27 40.1,15.85,12.16,19.03,2.24,-55.36,2.24,8.5,1.2,1,20,-45.5,98,1.1004,
Pleiades,211093684,03 49 42.28,+24 27 46.8,11.8,9.78,17.16,0.84,-49.11,0.84,7.6,1.1,1,19.7,-45.6,100,7.2745,
Pleiades,211093705,03 45 34.46,+24 27 47.9,8.52,7.67,16.93,0.9,-45.14,0.9,8,1.1,1,20.1,-45.4,100,0.3279,
Pleiades,211093906,03 52 43.23,+24 27 58.7,16.65,12.93,19.85,2.15,-51.84,2.15,7.6,1,1,19.3,-45.7,100,0.6929,
Pleiades,211093928,03 46 54.87,+24 28 0.0,18.31,14.02,18.69,2.84,-55.02,2.84,6.5,0.9,1,20,-45.5,100,0.1212,
Pleiades,211094095,03 45 53.78,+24 28 08.8,13.97,10.58,20.12,2.12,-51.43,2.12,10.5,1.5,1,20.1,-45.5,99,19.15,
Pleiades,211094384,03 45 19.96,+24 28 24.8,16.35,12.48,21.68,2.79,-46.18,2.79,9.4,1.3,1,20.2,-45.4,100,,
Pleiades,211094777,03 46 24.63,+24 28 46.5,16.3,12.57,21.58,2.19,-47.26,2.19,7.5,1,1,20,-45.5,100,0.8915,
Pleiades,211095218,03 44 26.53,+24 29 11.6,16.12,12.1,22.87,2.14,-46.54,2.14,13.2,1.8,1,20.3,-45.4,98,0.347,
Pleiades,211095259,03 40 30.72,+24 29 14.0,11.42,9.56,23.27,1.46,-44.39,0.75,7.3,0.5,0,20.7,-45.3,100,6.8132,
Pleiades,211095292,03 43 43.71,+24 29 15.8,14.97,11.46,19.52,2.19,-48.32,2.19,7.7,1.1,1,20.4,-45.4,100,4.005,
Pleiades,211095624,03 42 55.11,+24 29 35.1,9.33,8.26,20.48,1.01,-44.83,0.38,7.6,0.3,0,20.4,-45.4,100,1.4072,
Pleiades,211096320,03 46 24.11,+24 30 13.1,17.94,13.86,22.11,2.75,-47.05,2.75,6,0.8,1,20,-45.5,100,0.1891,
Pleiades,211096368,03 44 03.55,+24 30 15.3,10.46,8.95,22.23,0.87,-45.6,0.33,7.5,0.2,0,20.3,-45.4,100,1.4758,
Pleiades,211096385,03 48 17.29,+24 30 16.0,13.56,10.67,19.18,2.08,-51.02,2.08,7,1,1,19.8,-45.6,100,5.4934,
Pleiades,211096421,03 45 12.07,+24 30 18.4,15.49,11.92,14.77,2.79,-49.66,2.79,7.6,1,1,20.2,-45.4,100,0.3473,
Pleiades,211096432,03 47 50.95,+24 30 18.9,14.83,11.5,16.04,2.1,-50.54,2.1,6.8,0.9,1,19.9,-45.5,100,1.4175,
Pleiades,211097388,03 46 59.40,+24 31 12.5,6.83,6.69,20.31,0.06,-46.61,0.05,7.6,0.3,0,20,-45.5,100,0.3436,
Pleiades,211097402,03 46 38.89,+24 31 13.1,12.74,10.29,17.17,2.1,-47.46,2.1,7.5,1,1,20,-45.5,100,7.4791,
Pleiades,211097879,03 46 02.90,+24 31 40.4,6.46,6.43,19.63,0.04,-44.88,0.03,7.5,0.6,0,20.1,-45.5,100,,
Pleiades,211097941,03 44 39.63,+24 31 44.2,15.47,11.88,21.4,2.14,-53.08,2.14,8.4,1.2,1,20.2,-45.4,100,0.6099,
Pleiades,211098117,03 49 27.64,+24 31 54.2,14.71,11.21,21.41,2.13,-46.54,2.13,8.5,1.2,1,19.7,-45.6,100,0.543,
Pleiades,211098279,03 49 33.03,+24 32 02.6,15.17,11.74,22,2.08,-52.45,2.08,6.8,0.9,1,19.7,-45.6,100,1.5928,
Pleiades,211098454,03 42 03.31,+24 32 13.5,15.07,11.61,16.99,2.14,-46.52,2.14,6.8,0.9,1,20.5,-45.3,100,2.2576,
Pleiades,211098750,03 41 29.70,+24 32 26.7,14.75,11.63,22,2.13,-36.88,2.13,5,0.7,1,20.6,-45.3,72,,
Pleiades,211098921,03 45 21.67,+24 32 37.4,16.05,12.36,15.97,2.23,-48.97,2.23,7,1,1,20.2,-45.5,100,1.1468,
Pleiades,211099232,03 43 43.14,+24 32 56.2,17.05,13.14,16.8,2.19,-49,2.19,7.3,1,1,20.4,-45.4,100,0.5793,
Pleiades,211099592,03 45 54.48,+24 33 16.2,5.82,5.78,20.02,0.05,-45.95,0.03,7.9,0.9,0,20.1,-45.5,100,,
Pleiades,211100131,03 46 06.91,+24 33 46.1,12.56,10.25,22.9,2.12,-51.08,2.12,6.5,0.9,1,20.1,-45.5,100,7.9101,
Pleiades,211100238,03 46 21.36,+24 33 52.6,17.03,13.15,16.97,2.75,-49.11,2.75,7.3,1,1,20.1,-45.5,100,0.4397,
Pleiades,211100392,03 49 15.39,+24 34 02.3,13.28,10.42,17.9,2.13,-52.65,2.13,7.7,1.1,1,19.7,-45.6,100,0.3983,
Pleiades,211100398,03 46 06.50,+24 34 02.7,12.3,10.11,19.35,0.93,-47.63,0.93,6.7,0.9,1,20.1,-45.5,100,7.0484,
Pleiades,211100565,03 46 22.67,+24 34 12.5,10.24,8.92,18.98,0.77,-45.67,0.77,6.7,0.9,1,20,-45.5,100,3.231,
Pleiades,211100748,03 43 42.14,+24 34 23.5,14.36,10.99,20.7,2.15,-45.42,2.15,9.8,1.3,1,20.4,-45.4,100,1.9343,
Pleiades,211100894,03 45 16.65,+24 34 32.5,14.9,11.45,19.07,2.12,-50.24,2.12,8,1.1,1,20.2,-45.5,100,0.8545,
Pleiades,211100931,03 54 52.57,+24 34 34.5,12.47,9.83,18.28,2.29,-47.1,2.29,9.7,1.3,1,19.1,-45.8,100,8.798,
Pleiades,211101098,03 48 21.53,+24 34 43.8,16.81,12.97,23.21,2.08,-49.08,2.08,8.2,1.1,1,19.8,-45.6,100,0.7157,
Pleiades,211101218,03 54 00.37,+24 34 50.0,18.25,13.9,18.21,2.67,-46.99,2.67,7.7,1.1,1,19.2,-45.8,100,0.2184,
Pleiades,211101564,03 45 11.99,+24 35 10.3,13.25,10.59,16.57,2.12,-47.68,2.12,6.5,0.9,1,20.2,-45.5,100,4.3894,
Pleiades,211101696,03 44 19.06,+24 35 18.5,16.23,12.44,17.56,2.14,-51.15,2.14,8.1,1.1,1,20.3,-45.4,100,0.6814,
Pleiades,211101750,03 44 09.60,+24 35 22.4,15.68,12.12,18.53,2.15,-50.33,2.15,7.7,1.1,1,20.3,-45.4,100,3.8818,
Pleiades,211101761,03 44 26.28,+24 35 23.0,11.16,9.27,19.43,0.84,-47.38,0.84,8.4,1.2,1,20.3,-45.4,100,0.8374,
Pleiades,211101996,03 47 59.37,+24 35 37.4,17.61,13.55,16.72,2.55,-49.3,2.55,6.7,0.9,1,19.9,-45.6,100,0.8448,
Pleiades,211102156,04 00 25.63,+24 35 46.6,12.23,10.4,23.66,2.58,-55.53,2.58,5,0.7,1,18.4,-46,37,,
Pleiades,211102300,03 54 39.12,+24 35 54.6,17.94,13.77,20.63,2.1,-47.44,2.1,7.8,1.1,1,19.1,-45.8,100,0.2253,
Pleiades,211102389,03 47 38.36,+24 36 0.0,17.42,13.47,9.42,2.66,-47.48,2.66,7.2,1,1,19.9,-45.5,95,,
Pleiades,211102393,03 46 49.21,+24 36 00.2,14.17,11.02,16.54,2.16,-48.01,2.16,7.1,1,1,20,-45.5,100,7.9111,
Pleiades,211102725,03 46 23.03,+24 36 18.2,16.48,12.76,17.35,2.16,-50.66,2.16,6.6,0.9,1,20,-45.5,100,1.1143,
Pleiades,211103033,03 48 40.42,+24 36 34.3,16.09,12.39,21.94,2.08,-49.77,2.08,8.4,1.2,1,19.8,-45.6,100,0.8848,
Pleiades,211103222,03 46 05.64,+24 36 44.6,14.89,11.49,26.2,6.1,-43.6,6.1,7.4,1,1,20.1,-45.5,100,1.1298,
Pleiades,211103325,04 16 20.08,+24 36 50.1,13.44,10.46,19.57,2.07,-46.1,2.07,7.8,1.1,1,16.4,-46.5,88,,
Pleiades,211103863,03 46 11.75,+24 37 20.4,11.32,9.55,19.3,0.77,-46.12,0.77,7,1,1,20.1,-45.5,100,5.9772,
Pleiades,211103923,03 48 44.68,+24 37 23.7,18.35,14.12,17.72,2.57,-50.31,2.56,6.9,0.9,1,19.8,-45.6,100,0.3484,
Pleiades,211103969,03 48 45.35,+24 37 26.5,17.13,13.17,18.93,2.55,-53.21,2.55,7.6,1,1,19.8,-45.6,100,0.1238,
Pleiades,211104176,03 45 40.18,+24 37 38.1,9.54,8.29,21.18,0.88,-46.96,0.88,8.1,1.1,1,20.1,-45.5,100,1.1394,
Pleiades,211104535,03 47 45.91,+24 38 01.5,16.52,12.59,21.49,2.1,-53.71,2.1,10.1,1.4,1,19.9,-45.6,98,0.2962,
